CalculatedMoleFraction,InitialMoleFraction,RelativeDifferencePercent,Pressure,Temperature
1.87088426108901e+163,0.00908,100,300,308
2.62382901836768e+163,0.00909,100,300,308
3.67957493027856e+163,0.0091,100,300,308
5.15980828831969e+163,0.00911,100,300,308
7.23508363893577e+163,0.00912,100,300,308
1.01444358887748e+164,0.00913,100,300,308
1.4222858244398e+164,0.00914,100,300,308
1.99397988082661e+164,0.00915,100,300,308
2.79530916390124e+164,0.00916,100,300,308
3.91845067245702e+164,0.00917,100,300,308
5.49255799457357e+164,0.00918,100,300,308
7.69858519858862e+164,0.00919,100,300,308
1.07900500795643e+165,0.0092,100,300,308
1.51221150724702e+165,0.00921,100,300,308
2.11923159758826e+165,0.00922,100,300,308
2.96976011997381e+165,0.00923,100,300,308
4.16142097780881e+165,0.00924,100,300,308
5.83095279212515e+165,0.00925,100,300,308
8.16987195995341e+165,0.00926,100,300,308
1.14464043848613e+166,0.00927,100,300,308
1.60361934164861e+166,0.00928,100,300,308
2.24652940756556e+166,0.00929,100,300,308
3.14703668168654e+166,0.0093,100,300,308
4.40829479173674e+166,0.00931,100,300,308
6.17474220059345e+166,0.00932,100,300,308
8.64861685694457e+166,0.00933,100,300,308
1.21130736882276e+167,0.00934,100,300,308
1.69645436048975e+167,0.00935,100,300,308
2.37580266853186e+167,0.00936,100,300,308
3.32704870430528e+167,0.00937,100,300,308
4.65895804976596e+167,0.00938,100,300,308
6.52378335396293e+167,0.00939,100,300,308
9.13464318897651e+167,0.0094,100,300,308
1.27898428995183e+168,0.00941,100,300,308
1.79069092250576e+168,0.00942,100,300,308
2.50702167234087e+168,0.00943,100,300,308
3.50976316197915e+168,0.00944,100,300,308
4.91337636555382e+168,0.00945,100,300,308
6.87804449981003e+168,0.00946,100,300,308
9.62792916126226e+168,0.00947,100,300,308
1.34767128244195e+169,0.00948,100,300,308
1.88633346800311e+169,0.00949,100,300,308
2.64019861334688e+169,0.0095,100,300,308
3.69520538217913e+169,0.00951,100,300,308
5.17159659480517e+169,0.00952,100,300,308
7.23760696650866e+169,0.00953,100,300,308
1.01286103383774e+170,0.00954,100,300,308
1.41739031934123e+170,0.00955,100,300,308
1.98341688809761e+170,0.00956,100,300,308
2.77538803136843e+170,0.00957,100,300,308
3.88345956618385e+170,0.00958,100,300,308
5.43374742968413e+170,0.00959,100,300,308
7.60266581471458e+170,0.0096,100,300,308
1.06369803134e+171,0.00961,100,300,308
1.48818532721957e+171,0.00962,100,300,308
2.08200656636537e+171,0.00963,100,300,308
2.91268681129334e+171,0.00964,100,300,308
4.07466870983388e+171,0.00965,100,300,308
5.70003918263466e+171,0.00966,100,300,308
7.97352939406346e+171,0.00967,100,300,308
1.11534898994228e+172,0.00968,100,300,308
1.56012204794739e+172,0.00969,100,300,308
2.18219815199378e+172,0.0097,100,300,308
3.05223382110292e+172,0.00971,100,300,308
4.26903403789386e+172,0.00972,100,300,308
5.97076291636125e+172,0.00973,100,300,308
8.3506180216683e+172,0.00974,100,300,308
1.1678745142903e+173,0.00975,100,300,308
1.63328774251001e+173,0.00976,100,300,308
2.28411712136613e+173,0.00977,100,300,308
3.19420926693515e+173,0.00978,100,300,308
4.46681406021406e+173,0.00979,100,300,308
6.24628906896173e+173,0.0098,100,300,308
8.73446198761508e+173,0.00981,100,300,308
1.221350444043e+174,0.00982,100,300,308
1.70779077561507e+174,0.00983,100,300,308
2.38791818134653e+174,0.00984,100,300,308
3.33883383810001e+174,0.00985,100,300,308
4.66832334974853e+174,0.00986,100,300,308
6.52706571132061e+174,0.00987,100,300,308
9.12569907489778e+174,0.00988,100,300,308
1.27586750161339e+175,0.00989,100,300,308
1.78376011620326e+175,0.0099,100,300,308
2.49378456215155e+175,0.00991,100,300,308
3.48636770762854e+175,0.00992,100,300,308
4.87393113188815e+175,0.00993,100,300,308
6.81361655868669e+175,0.00994,100,300,308
9.52507176027008e+175,0.00995,100,300,308
1.33153089856175e+176,0.00996,100,300,308
1.86134478461449e+176,0.00997,100,300,308
2.60192724174658e+176,0.00998,100,300,308
3.63710944512144e+176,0.00999,100,300,308
5.08405976214759e+176,0.01,100,300,308
7.10653884090794e+176,0.01001,100,300,308
9.93342423716912e+176,0.01002,100,300,308
1.38845991981431e+177,0.01003,100,300,308
1.94071327233843e+177,0.01004,100,300,308
2.71258413664086e+177,0.01005,100,300,308
3.79139488915205e+177,0.01006,100,300,308
5.29918315585802e+177,0.01007,100,300,308
7.40650111710247e+177,0.01008,100,300,308
1.03516993763033e+178,0.01009,100,300,308
1.44678750117829e+178,0.0101,100,300,308
2.0220529550876e+178,0.01011,100,300,308
2.82601928698724e+178,0.01012,100,300,308
3.94959601629577e+178,0.01013,100,300,308
5.51982521944812e+178,0.01014,100,300,308
7.71424110068745e+178,0.01015,100,300,308
1.07809357115529e+179,0.01016,100,300,308
1.50665981179896e+179,0.01017,100,300,308
2.10556951462309e+179,0.01018,100,300,308
2.9425220562213e+179,0.01019,100,300,308
4.11211983372741e+179,0.0102,100,300,308
5.74655831856841e+179,0.01021,100,300,308
8.03056354101202e+179,0.01022,100,300,308
1.12222645112346e+180,0.01023,100,300,308
1.56823584938773e+180,0.01024,100,300,308
2.19148637942359e+180,0.01025,100,300,308
3.06240635836781e+180,0.01026,100,300,308
4.27940731186751e+180,0.01027,100,300,308
5.98000180398384e+180,0.01028,100,300,308
8.35633818773568e+180,0.01029,100,300,308
1.16769069675886e+181,0.0103,100,300,308
1.63168705218311e+181,0.01031,100,300,308
2.28004418898328e+181,0.01032,100,300,308
3.186009918475e+181,0.01033,100,300,308
4.45193236339424e+181,0.01034,100,300,308
6.22082060209327e+181,0.01035,100,300,308
8.6924978448713e+181,0.01036,100,300,308
1.21461715098141e+182,0.01037,100,300,308
1.69719692789275e+182,0.01038,100,300,308
2.37150028132787e+182,0.01039,100,300,308
3.31369356467562e+182,0.0104,100,300,308
4.63020086510525e+182,0.01041,100,300,308
6.46972386304099e+182,0.01042,100,300,308
9.04003650194233e+182,0.01043,100,300,308
1.26314512195796e+183,0.01044,100,300,308
1.76496069618132e+183,0.01045,100,300,308
2.4661281982474e+183,0.01046,100,300,308
3.4458405431903e+183,0.01047,100,300,308
4.81474970912612e+183,0.01048,100,300,308
6.72746364595001e+183,0.01049,100,300,308
9.4000075109362e+183,0.0105,100,300,308
1.31342213021623e+184,0.01051,100,300,308
1.83518493763986e+184,0.01052,100,300,308
2.56421719775781e+184,0.01053,100,300,308
3.58285584074658e+184,0.01054,100,300,308
5.00614586055231e+184,0.01055,100,300,308
6.9948336073942e+184,0.01056,100,300,308
9.77352175984835e+184,0.01057,100,300,308
1.36560365406972e+185,0.01058,100,300,308
1.9080872386864e+185,0.01059,100,300,308
2.6660717583892e+185,0.0106,100,300,308
3.72516549203439e+185,0.01061,100,300,308
5.20498538913572e+185,0.01062,100,300,308
7.27266764638729e+185,0.01063,100,300,308
1.01617457747978e+186,0.01064,100,300,308
1.41985286357794e+186,0.01065,100,300,308
1.9838958183362e+186,0.01066,100,300,308
2.77201105512133e+186,0.01067,100,300,308
3.87321584319446e+186,0.01068,100,300,308
5.41189243333989e+186,0.01069,100,300,308
7.56183844598455e+186,0.0107,100,300,308
1.05658996652645e+187,0.01071,100,300,308
1.47634033081491e+187,0.01072,100,300,308
2.06284911931865e+187,0.01073,100,300,308
2.88236838187496e+187,0.01074,100,300,308
4.02747273555101e+187,0.01075,100,300,308
5.62751804567706e+187,0.01076,100,300,308
7.86325583881514e+187,0.01077,100,300,308
1.09872548088283e+188,0.01078,100,300,308
1.53524370165997e+188,0.01079,100,300,308
2.14519534250569e+188,0.0108,100,300,308
2.99749049071749e+188,0.01081,100,300,308
4.18842056710354e+188,0.01082,100,300,308
5.85253885904645e+188,0.01083,100,300,308
8.17786491082831e+188,0.01084,100,300,308
1.14271311533911e+189,0.01085,100,300,308
1.59674731182956e+189,0.01086,100,300,308
2.23119190017111e+189,0.01087,100,300,308
3.1177368129517e+189,0.01088,100,300,308
4.3565611824608e+189,0.01089,100,300,308
6.08765550409955e+189,0.0109,100,300,308
8.50664374402071e+189,0.01091,100,300,308
1.18868939969411e+190,0.01092,100,300,308
1.66104172730581e+190,0.01093,100,300,308
2.32110475993223e+190,0.01094,100,300,308
3.24347852236404e+190,0.01095,100,300,308
4.53241253496115e+190,0.01096,100,300,308
6.33359069807477e+190,0.01097,100,300,308
8.85060068596085e+190,0.01098,100,300,308
1.23679500855876e+191,0.01099,100,300,308
1.72832318667657e+191,0.011,100,300,308
2.41520764766382e+191,0.01101,100,300,308
3.37509739577477e+191,0.01102,100,300,308
4.71650705767159e+191,0.01103,100,300,308
6.5910869157901e+191,0.01104,100,300,308
9.21077101964977e+191,0.01105,100,300,308
1.28717428520096e+192,0.01106,100,300,308
1.7987929202763e+192,0.01107,100,300,308
2.51378107391527e+192,0.01108,100,300,308
3.51298442090208e+192,0.01109,100,300,308
4.90938967278312e+192,0.0111,100,300,308
6.86090354325168e+192,0.01111,100,300,308
9.58821289379459e+192,0.01112,100,300,308
1.33997465967234e+193,0.01113,100,300,308
1.87265631829559e+193,0.01114,100,300,308
2.61711114465328e+193,0.01115,100,300,308
3.65753809631755e+193,0.01116,100,300,308
5.11161536160819e+193,0.01117,100,300,308
7.14381340470291e+193,0.01118,100,300,308
9.98400235945404e+193,0.01119,100,300,308
1.39534593954495e+194,0.0112,100,300,308
1.95012191736655e+194,0.01121,100,300,308
2.72548811341004e+194,0.01122,100,300,308
3.80916236319009e+194,0.01123,100,300,308
5.32374621037905e+194,0.01124,100,300,308
7.44059854340046e+194,0.01125,100,300,308
1.03992273450539e+195,0.01126,100,300,308
1.45343944967084e+195,0.01127,100,300,308
2.0314001724671e+195,0.01128,100,300,308
2.83920462828119e+195,0.01129,100,300,308
3.96826410332585e+195,0.0113,100,300,308
5.5463478399043e+195,0.01131,100,300,308
7.75204512743858e+195,0.01132,100,300,308
1.08349803889504e+196,0.01133,100,300,308
1.51440699555183e+196,0.01134,100,300,308
2.11670197847291e+196,0.01135,100,300,308
2.95855362369529e+196,0.01136,100,300,308
4.13525013336326e+196,0.01137,100,300,308
5.77998512066381e+196,0.01138,100,300,308
8.0789373423419e+196,0.01139,100,300,308
1.12923499358429e+197,0.0114,100,300,308
1.57839962317933e+197,0.01141,100,300,308
2.20623690339014e+197,0.01142,100,300,308
3.08382580378301e+197,0.01143,100,300,308
4.31052362060284e+197,0.01144,100,300,308
6.02521706907285e+197,0.01145,100,300,308
8.42205012473173e+197,0.01146,100,300,308
1.17724099930179e+198,0.01147,100,300,308
1.64556614683789e+198,0.01148,100,300,308
2.30021109333435e+198,0.01149,100,300,308
3.2153066615363e+198,0.0115,100,300,308
4.49447984247361e+198,0.01151,100,300,308
6.28259081594266e+198,0.01152,100,300,308
8.78214058468883e+198,0.01153,100,300,308
1.22762079338059e+199,0.01154,100,300,308
1.71605141516551e+199,0.01155,100,300,308
2.3988248078411e+199,0.01156,100,300,308
3.35327297601981e+199,0.01157,100,300,308
4.68750120918976e+199,0.01158,100,300,308
6.55263453491423e+199,0.01159,100,300,308
9.15993796052524e+199,0.0116,100,300,308
1.28047502307689e+200,0.01161,100,300,308
1.7899942851912e+200,0.01162,100,300,308
2.50226954341458e+200,0.01163,100,300,308
3.49798872897393e+200,0.01164,100,300,308
4.88995146801082e+200,0.01165,100,300,308
6.83584921777443e+200,0.01166,100,300,308
9.55613194900065e+200,0.01167,100,300,308
1.33589859002084e+201,0.01168,100,300,308
1.86752527411367e+201,0.01169,100,300,308
2.61072470330224e+201,0.0117,100,300,308
3.64970038279699e+201,0.01171,100,300,308
5.10216900878819e+201,0.01172,100,300,308
7.13269918508191e+201,0.01173,100,300,308
9.97135925661281e+201,0.01174,100,300,308
1.39397874454847e+202,0.01175,100,300,308
1.94876385938512e+202,0.01176,100,300,308
2.72435377298854e+202,0.01177,100,300,308
3.80863146386767e+202,0.01178,100,300,308
5.32445919361129e+202,0.01179,100,300,308
7.4436012264759e+202,0.0118,100,300,308
1.04061882266757e+203,0.01181,100,300,308
1.45479290988158e+203,0.01182,100,300,308
2.03381539969578e+203,0.01183,100,300,308
2.84329996378037e+203,0.01184,100,300,308
3.97497639984937e+203,0.01185,100,300,308
5.55708564038797e+203,0.01186,100,300,308
7.76891227424078e+203,0.01187,100,300,308
1.08611014110557e+204,0.01188,100,300,308
1.51840621836692e+204,0.01189,100,300,308
2.1227676526664e+204,0.0119,100,300,308
2.96768129174119e+204,0.01191,100,300,308
4.14889356662642e+204,0.01192,100,300,308
5.80026040039893e+204,0.01193,100,300,308
8.10891552993009e+204,0.01194,100,300,308
1.13364759785522e+205,0.01195,100,300,308
1.58486874532032e+205,0.01196,100,300,308
2.2156868699571e+205,0.01197,100,300,308
3.09758506628338e+205,0.01198,100,300,308
4.33049751087546e+205,0.01199,100,300,308
6.05413298529029e+205,0.012,100,300,308
8.46380498553795e+205,0.01201,100,300,308
1.18325618840626e+206,0.01202,100,300,308
1.6542124306463e+206,0.01203,100,300,308
2.31261345727968e+206,0.01204,100,300,308
3.23306177267721e+206,0.01205,100,300,308
4.51985032873436e+206,0.01206,100,300,308
6.31877821937176e+206,0.01207,100,300,308
8.8336683105477e+206,0.01208,100,300,308
1.2349457765687e+207,0.01209,100,300,308
1.72644768469964e+207,0.0121,100,300,308
2.4135571957815e+207,0.01211,100,300,308
3.37411834564449e+207,0.01212,100,300,308
4.71695219956012e+207,0.01213,100,300,308
6.59418292038132e+207,0.01214,100,300,308
9.21846811520268e+207,0.01215,100,300,308
1.28870845926862e+208,0.01216,100,300,308
1.80155968286126e+208,0.01217,100,300,308
2.51849203286881e+208,0.01218,100,300,308
3.52071084772035e+208,0.01219,100,300,308
4.9217310975918e+208,0.0122,100,300,308
6.88023144554459e+208,0.01221,100,300,308
9.61802164916679e+208,0.01222,100,300,308
1.34451571575663e+209,0.01223,100,300,308
1.87950436328247e+209,0.01224,100,300,308
2.62735046476774e+209,0.01225,100,300,308
3.67273658676153e+209,0.01226,100,300,308
5.13403173368489e+209,0.01227,100,300,308
7.1766901820182e+209,0.01228,100,300,308
1.00319790542855e+210,0.01229,100,300,308
1.40231535906403e+210,0.0123,100,300,308
1.96020415453431e+210,0.01231,100,300,308
2.7400175506501e+210,0.01232,100,300,308
3.83002573155097e+210,0.01233,100,300,308
5.35360381468526e+210,0.01234,100,300,308
7.48319111104034e+210,0.01235,100,300,308
1.0459800362702e+211,0.01236,100,300,308
1.46202831780748e+211,0.01237,100,300,308
2.04354347436181e+211,0.01238,100,300,308
2.8563246187539e+211,0.01239,100,300,308
3.99233251410989e+211,0.0124,100,300,308
5.58008974968473e+211,0.01241,100,300,308
7.79921463460422e+211,0.01242,100,300,308
1.09007315146997e+212,0.01243,100,300,308
1.52354528831231e+212,0.01244,100,300,308
2.12936405771625e+212,0.01245,100,300,308
2.97604274894012e+212,0.01246,100,300,308
4.15932614110027e+212,0.01247,100,300,308
5.8130119806475e+212,0.01248,100,300,308
8.1240719211897e+212,0.01249,100,300,308
1.13537797681647e+213,0.0125,100,300,308
1.5867233107363e+213,0.01251,100,300,308
2.21746019150562e+213,0.01252,100,300,308
3.09887614338372e+213,0.01253,100,300,308
4.3305815752456e+213,0.01254,100,300,308
6.05176016913802e+213,0.01255,100,300,308
8.45688710431273e+213,0.01256,100,300,308
1.18176889787692e+214,0.01257,100,300,308
1.651382338112e+214,0.01258,100,300,308
2.30757395502165e+214,0.01259,100,300,308
3.22445552731541e+214,0.0126,100,300,308
4.50557039047668e+214,0.01261,100,300,308
6.29557853097715e+214,0.01262,100,300,308
8.79657975167587e+214,0.01263,100,300,308
1.2290915349259e+215,0.01264,100,300,308
1.71730188381469e+215,0.01265,100,300,308
2.39939058830494e+215,0.01266,100,300,308
3.35233175476791e+215,0.01267,100,300,308
4.68365195034029e+215,0.01268,100,300,308
6.54355367498642e+215,0.01269,100,300,308
9.14184811310829e+215,0.0127,100,300,308
1.27716043724519e+216,0.01271,100,300,308
1.78421785078088e+216,0.01272,100,300,308
2.49253413562963e+216,0.01273,100,300,308
3.4819698284404e+216,0.01274,100,300,308
4.86406520751782e+216,0.01275,100,300,308
6.79460336959009e+216,0.01276,100,300,308
9.49115374957629e+216,0.01277,100,300,308
1.32575698233837e+217,0.01278,100,300,308
1.85181966390233e+217,0.01279,100,300,308
2.58656353642248e+217,0.0128,100,300,308
3.61274357857046e+217,0.01281,100,300,308
5.04592147148745e+217,0.01282,100,300,308
7.04746672892386e+217,0.01283,100,300,308
9.84270823972982e+217,0.01284,100,300,308
1.37462757868866e+218,0.01285,100,300,308
1.91974784527097e+218,0.01286,100,300,308
2.68096936120889e+218,0.01287,100,300,308
3.74393127983595e+218,0.01288,100,300,308
5.2281985387778e+218,0.01289,100,300,308
7.30069637570081e+218,0.0129,100,300,308
1.0194462750773e+219,0.01291,100,300,308
1.42348228311679e+219,0.01292,100,300,308
1.98759218877887e+219,0.01293,100,300,308
2.77517141322188e+219,0.01294,100,300,308
3.87471251744422e+219,0.01295,100,300,308
5.40973662396137e+219,0.01296,100,300,308
7.55265319761611e+219,0.01297,100,300,308
1.05441013415906e+220,0.01298,100,300,308
1.47199395471836e+220,0.01299,100,300,308
2.05489070565021e+220,0.013,100,300,308
2.8685174367176e+220,0.01301,100,300,308
4.00416664062961e+220,0.01302,100,300,308
5.58923656599359e+220,0.01303,100,300,308
7.80150436281824e+220,0.01304,100,300,308
1.08890389305923e+221,0.01305,100,300,308
1.5197980760822e+221,0.01306,100,300,308
2.12112952376558e+221,0.01307,100,300,308
2.96028318779123e+221,0.01308,100,300,308
4.13127316135243e+221,0.01309,100,300,308
5.76526080988874e+221,0.0131,100,300,308
8.04522529279479e+221,0.01311,100,300,308
1.12264249030899e+222,0.01312,100,300,308
1.56649337765442e+222,0.01313,100,300,308
2.18574393026096e+222,0.01314,100,300,308
3.04967413160714e+222,0.01315,100,300,308
4.25491446540522e+222,0.01316,100,300,308
5.9362376744163e+222,0.01317,100,300,308
8.28160630204856e+222,0.01318,100,300,308
1.15531533431965e+223,0.01319,100,300,308
1.6116434019939e+223,0.0132,100,300,308
2.24812074675627e+223,0.01321,100,300,308
3.13582902827348e+223,0.01322,100,300,308
4.3738811987965e+223,0.01323,100,300,308
6.10046940721026e+223,0.01324,100,300,308
8.50826459722888e+223,0.01325,100,300,308
1.18658808454309e+224,0.01326,100,300,308
1.65477913942236e+224,0.01327,100,300,308
2.30760221840247e+224,0.01328,100,300,308
3.21782565642834e+224,0.01329,100,300,308
4.48688067127871e+224,0.0133,100,300,308
6.25614449620566e+224,0.01331,100,300,308
8.72266227741982e+224,0.01332,100,300,308
1.21610527834862e+225,0.01333,100,300,308
1.69540285488263e+225,0.01334,100,300,308
2.36349157982531e+225,0.01335,100,300,308
3.29468889628564e+225,0.01336,100,300,308
4.59254857791585e+225,0.01337,100,300,308
6.40135464478184e+225,0.01338,100,300,308
8.922130885983e+225,0.01339,100,300,308
1.24349387775531e+226,0.0134,100,300,308
1.73299320564764e+226,0.01341,100,300,308
2.41506043151413e+226,0.01342,100,300,308
3.36540135040037e+226,0.01343,100,300,308
4.68946427607221e+226,0.01344,100,300,308
6.53411672487505e+226,0.01345,100,300,308
9.10390292839644e+226,0.01346,100,300,308
1.26836779039185e+227,0.01347,100,300,308
1.76701172065428e+227,0.01348,100,300,308
2.4615580182024e+227,0.01349,100,300,308
3.42891661964197e+227,0.0135,100,300,308
4.77616976645912e+227,0.01351,100,300,308
6.65239989455039e+227,0.01352,100,300,308
9.26515058549074e+227,0.01353,100,300,308
1.29033339228976e+228,0.01354,100,300,308
1.79691067380277e+228,0.01355,100,300,308
2.50222244539274e+228,0.01356,100,300,308
3.48417527198308e+228,0.01357,100,300,308
4.85119241283612e+228,0.01358,100,300,308
6.75415790188705e+228,0.01359,100,300,308
9.40303161612416e+228,0.0136,100,300,308
1.30899604646101e+229,0.01361,100,300,308
1.8221423352885e+229,0.01362,100,300,308
2.53629380129591e+229,0.01363,100,300,308
3.53012344347341e+229,0.01364,100,300,308
4.91307129456073e+229,0.01365,100,300,308
6.83736639800033e+229,0.01366,100,300,308
9.5147421592632e+229,0.01367,100,300,308
1.32396757079303e+230,0.01368,100,300,308
1.84216952771186e+230,0.01369,100,300,308
2.56302906998663e+230,0.0137,100,300,308
3.56573389523852e+230,0.01371,100,300,308
4.9603869223488e+230,0.01372,100,300,308
6.9000648493826e+230,0.01373,100,300,308
9.5975758167944e+230,0.01374,100,300,308
1.33487456233486e+231,0.01375,100,300,308
1.85647734802988e+231,0.01376,100,300,308
2.58171862890303e+231,0.01377,100,300,308
3.59002921970945e+231,0.01378,100,300,308
4.99179386369811e+231,0.01379,100,300,308
6.94040238101836e+231,0.0138,100,300,308
9.64898803468413e+231,0.01381,100,300,308
1.34136743395247e+232,0.01382,100,300,308
1.86458584462651e+232,0.01383,100,300,308
2.59170402321957e+232,0.01384,100,300,308
3.60210674810115e+232,0.01385,100,300,308
5.00605562684401e+232,0.01386,100,300,308
6.95668660545912e+232,0.01387,100,300,308
9.66666441334693e+232,0.01388,100,300,308
1.3431299652981e+233,0.01389,100,300,308
1.86606336358783e+233,0.0139,100,300,308
2.59239660470491e+233,0.01391,100,300,308
3.60116456536378e+233,0.01392,100,300,308
5.00208094909749e+233,0.01393,100,300,308
6.94743421100209e+233,0.01394,100,300,308
9.64859118731023e+233,0.01395,100,300,308
1.33988911594008e+234,0.01396,100,300,308
1.86054020317138e+234,0.01397,100,300,308
2.5832965189472e+234,0.01398,100,300,308
3.5865278954198e+234,0.01399,100,300,308
4.97896043801722e+234,0.014,100,300,308
6.9114218102071e+234,0.01401,100,300,308
9.59312574011719e+234,0.01402,100,300,308
1.33142479710021e+235,0.01403,100,300,308
1.84772214515399e+235,0.01404,100,300,308
2.56401142857096e+235,0.01405,100,300,308
3.55767498825801e+235,0.01406,100,300,308
4.93600233450137e+235,0.01407,100,300,308
6.84773530592679e+235,0.01408,100,300,308
9.49906468954265e+235,0.01409,100,300,308
1.31757925357672e+236,0.0141,100,300,308
1.8274033710674e+236,0.01411,100,300,308
2.53427427842143e+236,0.01412,100,300,308
3.51426153027117e+236,0.01413,100,300,308
4.87276601990488e+236,0.01414,100,300,308
6.75581583624491e+236,0.01415,100,300,308
9.36570681687283e+236,0.01416,100,300,308
1.29826567299853e+237,0.01417,100,300,308
1.79947822597612e+237,0.01418,100,300,308
2.4939593490966e+237,0.01419,100,300,308
3.45614252246894e+237,0.0142,100,300,308
4.78909178963111e+237,0.01421,100,300,308
6.63550023165805e+237,0.01422,100,300,308
9.19290795353645e+237,0.01423,100,300,308
1.27347561933949e+238,0.01424,100,300,308
1.76395126771414e+238,0.01425,100,300,308
2.44309581588555e+238,0.01426,100,300,308
3.38339053631117e+238,0.01427,100,300,308
4.685125377392e+238,0.01428,100,300,308
6.4870538790953e+238,0.01429,100,300,308
8.98112490271217e+238,0.0143,100,300,308
1.24328488569945e+239,0.01431,100,300,308
1.72094504073678e+239,0.01432,100,300,308
2.38187803712745e+239,0.01433,100,300,308
3.29630927549372e+239,0.01434,100,300,308
4.56133575106935e+239,0.01435,100,300,308
6.31119395397237e+239,0.01436,100,300,308
8.73144559005333e+239,0.01437,100,300,308
1.20785738051238e+240,0.01438,100,300,308
1.6707050448892e+240,0.01439,100,300,308
2.31067184607902e+240,0.0144,100,300,308
3.19544144969803e+240,0.01441,100,300,308
4.41852482186387e+240,0.01442,100,300,308
6.10910116753172e+240,0.01443,100,300,308
8.4456029195244e+240,0.01444,100,300,308
1.16744670413415e+241,0.01445,100,300,308
1.61360143373826e+241,0.01446,100,300,308
2.2300162160809e+241,0.01447,100,300,308
3.08157010922679e+241,0.01448,100,300,308
4.25782792001112e+241,0.01449,100,300,308
5.88241848747907e+241,0.0145,100,300,308
8.12597026844291e+241,0.01451,100,300,308
1.12239513982519e+242,0.01452,100,300,308
1.55012707494508e+242,0.01453,100,300,308
2.1406198117123e+242,0.01454,100,300,308
2.95571279695388e+242,0.01455,100,300,308
4.08070419086152e+242,0.01456,100,300,308
5.63323572668741e+242,0.01457,100,300,308
7.7755371855606e+242,0.01458,100,300,308
1.07312987384237e+243,0.01459,100,300,308
1.48089173578484e+243,0.0146,100,300,308
2.04335212599878e+243,0.01461,100,300,308
2.81910814251591e+243,0.01462,100,300,308
3.88891645008379e+243,0.01463,100,300,308
5.36405944310727e+243,0.01464,100,300,308
7.39786463919904e+243,0.01465,100,300,308
1.02015637103113e+244,0.01466,100,300,308
1.40661231576703e+244,0.01467,100,300,308
1.93922912954326e+244,0.01468,100,300,308
2.67319484429191e+244,0.01469,100,300,308
3.68450049051934e+244,0.0147,100,300,308
5.07776823717066e+244,0.01471,100,300,308
6.99702007057313e+244,0.01472,100,300,308
9.64048960473171e+244,0.01473,100,300,308
1.32809922889895e+245,0.01474,100,300,308
1.82939361161288e+245,0.01475,100,300,308
2.51958334195235e+245,0.01476,100,300,308
3.46972433513059e+245,0.01477,100,300,308
4.77755423679239e+245,0.01478,100,300,308
6.5774934944317e+245,0.01479,100,300,308
9.0543882379353e+245,0.0148,100,300,308
1.24623923116949e+246,0.01481,100,300,308
1.71509066274094e+246,0.01482,100,300,308
2.36002085819799e+246,0.01483,100,300,308
3.24703845374202e+246,0.01484,100,300,308
4.46685228734433e+246,0.01485,100,300,308
6.14409689840367e+246,0.01486,100,300,308
8.44999718744529e+246,0.01487,100,300,308
1.16197518273181e+247,0.01488,100,300,308
1.59763901653671e+247,0.01489,100,300,308
2.19635085847353e+247,0.0149,100,300,308
3.01901847183564e+247,0.01491,100,300,308
4.14925906778088e+247,0.01492,100,300,308
5.70185016026011e+247,0.01493,100,300,308
7.83431903560471e+247,0.01494,100,300,308
1.0762834162939e+248,0.01495,100,300,308
1.47839921743674e+248,0.01496,100,300,308
2.03046831779492e+248,0.01497,100,300,308
2.78830236348438e+248,0.01498,100,300,308
3.82844498397649e+248,0.01499,100,300,308
5.2558575577708e+248,0.015,100,300,308
7.2144484340176e+248,0.01501,100,300,308
9.90149539798268e+248,0.01502,100,300,308
1.35873979218342e+249,0.01503,100,300,308
1.86427246721493e+249,0.01504,100,300,308
2.55752450037959e+249,0.01505,100,300,308
3.50806219904928e+249,0.01506,100,300,308
4.81117962225631e+249,0.01507,100,300,308
6.59739369944171e+249,0.01508,100,300,308
9.04543619981263e+249,0.01509,100,300,308
1.24000275847816e+250,0.0151,100,300,308
1.6996188962681e+250,0.01511,100,300,308
2.32924919360404e+250,0.01512,100,300,308
3.19165250080968e+250,0.01513,100,300,308
4.37270552348247e+250,0.01514,100,300,308
5.98990020439511e+250,0.01515,100,300,308
8.20395762522961e+250,0.01516,100,300,308
1.12346988973148e+251,0.01517,100,300,308
1.53827299081219e+251,0.01518,100,300,308
2.10590648659007e+251,0.01519,100,300,308
2.8825588460007e+251,0.0152,100,300,308
3.94503132306692e+251,0.01521,100,300,308
5.398282973584e+251,0.01522,100,300,308
7.38573116616408e+251,0.01523,100,300,308
1.01033115937029e+252,0.01524,100,300,308
1.38186667560469e+252,0.01525,100,300,308
1.88973292005408e+252,0.01526,100,300,308
2.58384433529622e+252,0.01527,100,300,308
3.53234926999876e+252,0.01528,100,300,308
4.82827560528704e+252,0.01529,100,300,308
6.59859282268965e+252,0.0153,100,300,308
9.01656707408135e+252,0.01531,100,300,308
1.23186030148908e+253,0.01532,100,300,308
1.68271978638511e+253,0.01533,100,300,308
2.29822205854153e+253,0.01534,100,300,308
3.13835282893287e+253,0.01535,100,300,308
4.28490190542977e+253,0.01536,100,300,308
5.84936988635903e+253,0.01537,100,300,308
7.98373507286713e+253,0.01538,100,300,308
1.08951127242688e+254,0.01539,100,300,308
1.48657102929194e+254,0.0154,100,300,308
2.02799871714821e+254,0.01541,100,300,308
